,Last Recipe,Number of Recipes: 60,,,,,,,,,,,
,,,,,,,,,,,,,
Category,Rating,Recipes,Ingredients,Serving Size,Unit,"Database
Units",Calories,Fat,Carbs,Protein,Fiber,Cost,Comments
Dinner,,Chicken and Mushrooms in a Galic White Wine Sauce,,4,Whole,,424.8,19.0,39.4,20.1,1.0,$4.93,https://www.copymethat.com/r/F7ohSAnUF/chicken-and-mushrooms-in-a-garlic-white-/
,,,"Chicken, Breasts, Raw, Fat Removed",16,Gram,Gram,17.6,0.2,0.0,3.7,0.0,$0.12,
,,,Butter,2,Teaspoon,Milliliter,67.0,7.9,0.0,0.0,0.0,$0.06,
,,,"Oils, Olive",2,Teaspoon,Milliliter,79.5,9.2,0.0,0.0,0.0,$0.19,
,,,"Wheat flour, all purpose",0.25,Cup,Milliliter,113.6,0.5,23.7,3.3,0.9,$0.03,
,,,"Garlic, Clove",3,Whole,Whole,13.5,0.0,3.0,0.6,0.0,$0.30,
,,,"Wine, table, white",0.25,Cup,Milliliter,40.2,0.0,0.5,0.0,0.0,$0.32,
,,,"Chicken broth, Condensed, prepared with water",0.3,Cup,Milliliter,11.6,0.3,0.3,1.4,0.0,$0.03,
,,,"Spice, Salt",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Spice, Pepper",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.01,
,,,"Parsley, Fresh",0.25,Cup,Tablespoon,4.0,0.0,0.8,0.4,0.0,$0.12,
,,,"Mushroom, Raw, Weight",12,Ounce (wt),Gram,77.8,1.0,11.2,10.7,0.0,$3.74,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Chicken Carbonara,,6,Whole,,5673.8,348.9,205.2,361.6,232.3,$21.59,https://www.copymethat.com/r/4gSctbsTd/chicken-carbonara/
,,,"Oils, Olive",2,Teaspoon,Milliliter,79.5,9.2,0.0,0.0,0.0,$0.19,
,,,"Pancetta, Boar's Head",4,Ounce (wt),Ounce (wt),440.0,36.0,4.0,16.0,0.0,$5.00,
,,,"Garlic, Minced",2,Teaspoon,Teaspoon,8.4,0.0,1.8,0.4,0.0,$0.14,
,,,"Whipping cream, 35% M.F., not whipped",2.5,Cup,Milliliter,1971.6,197.2,39.4,0.0,197.2,$3.15,
,,,"Cheese, Parmesan, grated",1,Cup,Milliliter,425.9,17.3,0.0,31.5,31.5,$1.42,
,,,"Egg, Raw",8,Whole,Whole,576.0,38.4,3.2,48.0,0.0,$0.96,
,,,"Basil, Fresh",0.25,Cup,Tablespoon,2.0,0.0,0.2,0.4,0.2,$0.84,
,,,"Spice, Italian Seasoning",0.25,Cup,Tablespoon,60.0,2.0,13.6,2.4,0.0,$0.28,
,,,"Spice, Salt",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Noodles, Spaghetti",1,Pound,Gram,680.4,2.9,136.1,24.0,0.0,$1.00,
,,,"Chicken, Breasts, Raw, Fat Removed",1000,Gram,Gram,1100.0,12.4,0.0,230.9,0.0,$7.70,
,,,"Spice, Pepper",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.01,
,,,"Walnuts, dried",0.5,Cup,Milliliter,327.3,33.5,5.9,7.9,3.4,$0.00,
,,,"Zest, Lemon",1,Tablespoon,Tablespoon,2.8,0.0,1.0,0.1,0.0,$0.89,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Drinks,,Greens N' Ginger Smoothie,,1,Whole,,167.8,0.3,42.0,4.0,5.0,$2.54,https://www.copymethat.com/r/QEHJ8OeGl/mango-ginger-kale-green-smoothie/
,,,"Kale, chopped, boiled, drained",1,Cup,Milliliter,36.0,0.0,7.6,1.9,2.6,$0.11,
,,,"Mango, Frozen",0.5,Cup,Cup,45.0,0.0,10.5,0.5,1.0,$0.62,
,,,"Peaches, Frozen",0.5,Cup,Cup,33.3,0.0,8.7,0.7,1.3,$0.82,
,,,"Ginger, Fresh",0.5,Tablespoon,Teaspoon,2.4,0.0,0.6,0.0,0.0,$0.03,
,,,"Lemon, Whole",1,Whole,Whole,24.0,0.3,7.8,0.9,0.0,$0.89,
,,,Maple syrup,0.5,Tablespoon,Milliliter,27.1,0.0,6.9,0.0,0.0,$0.07,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Drinks,,Wake me up Coffee Smoothie,,1,Whole,,270.6,5.8,48.4,9.5,2.9,$0.78,https://www.copymethat.com/r/LAiGqhKBe/wake-me-up-coffee-smoothie-with-oats-and/
,,,Banana,1,Whole,1,105.0,0.0,27.0,1.0,2.1,$0.23,
,,,"Coffee, brewed",0.5,Cup,Milliliter,1.4,0.0,0.0,0.0,0.0,$0.10,
,,,"Milk, skim",0.5,Cup,Milliliter,41.6,0.1,6.2,4.3,0.0,$0.09,
,,,"Oatmeal, Quaker Oats, Old Fashion",0.25,Cup,Cup,75.0,1.5,13.5,2.5,0.0,$0.24,
,,,Almond butter,8,Gram,Gram,47.5,4.3,1.8,1.8,0.8,$0.12,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Drinks,,Green Tea Matcha Smoothie,,1,Whole,,239.8,10.6,27.8,10.9,2.7,$2.14,https://www.copymethat.com/r/Vkdg0GDRK/green-tea-matcha-smoothie/
,,,"Milk, Almond, Vanilla, Unsweetened",0.5,Cup,Milliliter,14.8,1.2,0.5,0.5,0.0,$0.19,
,,,"Yogurt, Greek, Plain, Nonfat, Kroger, Volume",0.25,Cup,Cup,30.0,0.0,4.3,3.3,0.0,$0.13,
,,,"Spinach, chopped, raw",0.5,Cup,Milliliter,3.3,0.0,0.5,0.5,0.3,$0.17,
,,,"Kale, chopped, boiled, drained",0.5,Cup,Milliliter,18.0,0.0,3.8,0.9,1.3,$0.06,
,,,Banana,0.5,Whole,1,52.5,0.0,13.5,0.5,1.1,$0.12,
,,,"Almonds, Sliced",0.125,Cup,Cup,106.3,9.4,3.8,3.8,0.0,$0.08,
,,,Matcha Green Tea Powder,0.5,Tablespoon,Teaspoon,15.0,0.0,1.5,1.5,0.0,$1.41,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Drinks,,Chocolate Coffee Protein Smoothie,,1,Whole,,107.8,0.3,16.1,20.2,0.0,$0.86,https://www.copymethat.com/r/7ZQnizKwl/low-carb-chocolate-coffee-protein-shake/
,,,"Egg White, Uncooked, Weight",186,Gram,Gram,101.1,0.0,0.0,20.2,0.0,$0.77,
,,,"Coffee, instant, regular, powder + water",0.5,Teaspoon,Milliliter,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Cocoa Powder, Unsweetend, Hershey's",3.333333333,Gram,Gram,6.7,0.3,2.0,0.0,0.0,$0.06,
,,,Stevia,1,Tablespoon,Teaspoon,0.0,0.0,14.1,0.0,0.0,$0.03,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Drinks,,Dalgona Matcha Latte,,1,Whole,,165.9,0.2,19.2,19.3,0.0,$1.50,https://www.copymethat.com/r/vyLcpoRGq/dalgona-matcha-latte/
,,,"Egg White, Uncooked, Weight",90,Gram,Gram,48.9,0.0,0.0,9.8,0.0,$0.37,
,,,White sugar (granulated),0.5,Tablespoon,Milliliter,23.7,0.0,5.9,0.0,0.0,$0.01,
,,,Matcha Green Tea Powder,1,Teaspoon,Teaspoon,10.0,0.0,1.0,1.0,0.0,$0.94,
,,,"Milk, skim",1,Cup,Milliliter,83.3,0.2,12.3,8.5,0.0,$0.17,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Lunch,,Best Ever Chesesteak,,4,Whole,,4543.5,279.3,166.1,302.3,41.0,$7.31,https://www.copymethat.com/r/Mz9qq71Y8/best-ever-cheesesteak/
,,,"Hoagie Roll, 8""",4,Whole,Whole,800.0,14.0,144.0,24.0,0.0,$2.33,
,,,Butter,4,Tablespoon,Milliliter,402.2,47.3,0.0,0.0,0.0,$0.35,
,,,"Pepper, sweet, green, raw",1,Whole,1/2,32.0,0.0,8.0,2.0,2.4,$0.69,
,,,"Mushroom, Raw, Weight",8,Ounce (wt),Gram,51.8,0.6,7.5,7.1,0.0,$2.49,
,,,"Beef, Rib eye steak, lean + fat, broiled",2,Pound,Gram,2782.0,193.5,0.0,241.9,0.0,$0.00,
,,,Worcestershire Sauce,4,Teaspoon,Tablespoon,17.3,0.0,4.4,0.0,0.0,$0.24,
,,,"Cheese, Cheddar",4,Ounce (wt),Gram,458.1,23.8,2.3,27.2,38.6,$1.20,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Breakfast,,Turkey & Veggie Omelette Rolls,,2,Whole,,360.5,16.0,4.9,41.8,7.4,$3.21,https://www.copymethat.com/r/3i2f6ITYZ/turkey-veggie-omelette-rolls/
,,,"Egg, Raw",1,Whole,Whole,72.0,4.8,0.4,6.0,0.0,$0.12,
,,,"Egg White, Uncooked, Volume",0.5,Cup,Tablespoon,66.7,0.0,0.0,13.3,0.0,$0.51,
,,,"Turkey, Ground, 93%/7%, Raw",3,Ounce (wt),Ounce (wt),127.5,7.1,0.0,15.9,0.0,$0.84,
,,,"Spinach, chopped, raw",0.5,Cup,Milliliter,3.3,0.0,0.5,0.5,0.3,$0.17,
,,,"Pepper, sweet, red, raw",0.5,Whole,1/2,15.0,0.0,4.0,1.0,0.8,$0.75,
,,,"Cheese, Goat cheese, soft",1,Ounce (wt),Gram,76.0,4.1,0.0,5.1,6.2,$0.83,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Lunch,,Mushroom Chicken Melts,,1,Whole,,367.8,6.5,6.7,54.4,8.0,$3.68,https://www.copymethat.com/r/PhPqrR98D/hi-protein-low-carb-mushroom-chicken-mel/
,,,"Chicken, Breasts, Raw, Fat Removed",6,Ounce (wt),Gram,187.1,2.1,0.0,39.3,0.0,$1.31,
,,,"Cheese, Mozzarella, partially skimmed (16.5% M.F.)",1.5,Ounce (wt),Gram,108.0,4.4,0.9,11.1,6.8,$0.45,
,,,"Mushrooms, raw",6,Whole,3 medium,24.0,0.0,4.0,4.0,1.2,$1.54,
,,,Cilantro,0.33,Cup,Cup,1.0,0.0,0.1,0.1,0.0,$0.02,
,,,"Mustard, Dijon, French's",2,Tablespoon,Teaspoon,30.0,0.0,0.0,0.0,0.0,$0.06,
,,,Garlic Paste,0.25,Ounce (wt),Gram,17.7,0.0,1.8,0.0,0.0,$0.28,
,,,"Spice, Salt",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Spice, Pepper",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.01,
,,,"Spice, Lemoon Pepper Seasoning",0.5,Tablespoon,Tablespoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Buffalo Ranch Chicken Dip,,12,Whole,,1681.5,107.5,38.4,137.6,80.0,$10.02,https://www.copymethat.com/r/XazhSjaiS/buffalo-ranch-chicken-dip/
,,,"Chicken, Breasts, Raw, Fat Removed",1,Pound,Gram,499.0,5.6,0.0,104.7,0.0,$3.49,
,,,"Cheese, Cream cheese, regular",8,"Ounce, Fluid","Ounce, Fluid",800.0,80.0,8.0,16.0,80.0,$2.48,
,,,"Chili Sauce, Sriracha",0.5,Cup,Teaspoon,144.0,2.4,28.8,2.4,0.0,$0.48,
,,,"Ranch, Seasoning Packet, Hidden Valley",3,Tablespoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$1.08,
,,,"Cheese, Blue, Volume",0.5,Cup,Cup,238.5,19.5,1.6,14.5,0.0,$2.49,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Lunch,,Healthy Sriracha Shredded Chicken Tacos,,6,Whole,,531.2,9.8,67.7,49.9,11.1,$3.77,https://www.copymethat.com/r/LaDaoHINz/healthy-sriracha-shredded-chicken-tacos/
,,,"Chicken, Breasts, Raw, Fat Removed",6,Ounce (wt),Gram,187.1,2.1,0.0,39.3,0.0,$1.31,
,,,"Chili Sauce, Sriracha",2,Tablespoon,Teaspoon,36.0,0.6,7.2,0.6,0.0,$0.12,
,,,"Tortilla, corn (15cm diam)",6,Whole,1,246.0,6.0,48.0,6.0,7.2,$0.44,
,,,"Cabbage, red, shredded, raw",1,Cup,Milliliter,20.8,0.0,5.7,1.9,1.5,$0.40,
,,,"Pepper, sweet, red, raw",0.5,Whole,1/2,15.0,0.0,4.0,1.0,0.8,$0.75,
,,,"Cheese, Feta",0.25,Ounce (wt),Gram,18.7,1.1,0.3,1.0,1.6,$0.16,
,,,"Lime, Juiced",1,Whole,Whole,7.6,0.0,2.5,0.1,0.0,$0.60,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,30 Minute Thai Peanut Chicken Ramen,,6,Whole,,2900.3,171.4,211.7,154.4,13.4,$15.54,https://www.copymethat.com/r/HN1szH6YH/30-minute-thai-peanut-chicken-ramen/
,,,"Chicken broth, Condensed, prepared with water",4,Cup,Milliliter,155.2,3.8,3.8,18.9,0.0,$0.45,
,,,"Coconut Milk, Volume",14,"Ounce, Fluid",Tablespoon,952.0,100.8,22.4,8.4,0.0,$1.68,
,,,"Sauce, soy",0.25,Cup,Milliliter,27.6,0.0,3.9,0.0,0.0,$0.47,
,,,Fish Sauce,2,Tablespoon,Tablespoon,12.6,0.0,1.4,1.8,0.0,$0.54,
,,,Honey,2,Tablespoon,Milliliter,130.1,0.0,35.5,0.0,0.0,$0.30,
,,,"Peanut butter, natural",0.333,Cup,Milliliter,483.2,42.0,18.4,18.4,6.6,$0.58,
,,,"Curry, Red, Paste",0.25,Cup,Tablespoon,72.0,0.4,16.0,2.4,0.0,$1.92,
,,,"Chicken, Breasts, Raw, Fat Removed",0.75,Pound,Gram,374.2,4.2,0.0,78.6,0.0,$2.62,
,,,"Mushroom, Raw, Weight",8,Ounce (wt),Gram,51.8,0.6,7.5,7.1,0.0,$2.49,
,,,"Pepper, sweet, red, raw",2,Whole,1/2,60.0,0.0,16.0,4.0,3.2,$2.98,
,,,"Ginger, Fresh",1.1,Tablespoon,Teaspoon,5.3,0.0,1.3,0.0,0.0,$0.07,
,,,"Garlic, Clove",1,Whole,Whole,4.5,0.0,1.0,0.2,0.0,$0.10,
,,,"Ramen noodles, chicken flavour, dry",1.5,Whole,1 package,556.5,19.5,81.0,13.5,3.0,$0.38,
,,,"Lime, Juiced",1,Whole,Whole,7.6,0.0,2.5,0.1,0.0,$0.60,
,,,"Spinach, chopped, raw",1,Cup,Milliliter,6.6,0.0,0.9,0.9,0.7,$0.34,
,,,Cilantro,0.333,Cup,Cup,1.0,0.0,0.1,0.1,0.0,$0.02,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Creamed Feta Garlc Herb Butter Salmon,,4,Whole,,2137.7,177.0,39.3,111.3,5.6,$3.83,https://www.copymethat.com/r/HdgaDdPja/creamed-feta-garlic-herb-butter-salmon/
,,,"Salmon, Atlantic, Raw",1,Pound,Ounce (wt),828.0,49.2,0.0,90.0,0.0,$0.00,
,,,"Spice, Salt",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Spice, Pepper",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.01,
,,,"Oils, Olive",2,Tablespoon,Milliliter,238.6,27.6,0.0,0.0,0.0,$0.56,
,,,Butter,2,Tablespoon,Milliliter,201.1,23.7,0.0,0.0,0.0,$0.18,
,,,"Zucchini, Raw, Whole",1,Whole,Whole,33.0,0.6,6.0,2.4,2.0,$0.75,
,,,Shallot,2,Tablespoon,Tablespoon,14.0,0.0,3.4,0.6,0.6,$0.06,
,,,"Garlic, Clove",3,Whole,Whole,13.5,0.0,3.0,0.6,0.0,$0.30,
,,,"Spice, Thyme",1,Teaspoon,Teaspoon,0.8,0.0,0.2,0.0,0.0,$0.12,
,,,Red Pepper Flakes,0.125,Teaspoon,Teaspoon,0.7,0.0,0.1,0.0,0.0,$0.01,
,,,"Coconut Milk, Volume",1,Cup,Tablespoon,544.0,57.6,12.8,4.8,0.0,$0.96,
,,,"Cheese, Feta, Volume",0.75,Cup,Cup,240.0,18.0,6.0,12.0,3.0,$0.00,
,,,"Lemon, Whole",1,Whole,Whole,24.0,0.3,7.8,0.9,0.0,$0.89,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Easy Chicken Potstickers with Soy Dipping Sauce,,25,Whole,,1220.8,14.8,126.6,124.2,5.1,$5.49,https://www.copymethat.com/r/LmkdyjeZy/easy-chicken-potstickers-with-soy-dippin/
,,,"Sauce, soy",0.625,Cup,Milliliter,69.0,0.0,9.9,0.0,0.0,$1.18,
,,,Rice Wine Vinegar,1,Teaspoon,Tablespoon,0.9,0.0,0.0,0.0,0.0,$0.04,
,,,"Oils, Sesame",1.5,Teaspoon,Milliliter,60.1,6.9,0.0,0.0,0.0,$0.16,
,,,White sugar (granulated),1,Tablespoon,Milliliter,47.3,0.0,11.8,0.0,0.0,$0.03,
,,,"Onions, green (scallion), raw",5,Whole,1 medium,25.0,0.0,5.0,0.0,2.0,$0.36,
,,,Red Pepper Flakes,0.5,Teaspoon,Teaspoon,2.9,0.2,0.5,0.1,0.0,$0.02,
,,,Sesame Seeds,0.25,Teaspoon,"Ounce, Fluid",6.7,0.6,0.3,0.2,0.0,$0.04,
,,,"Chicken, Breasts, Raw, Fat Removed",1,Pound,Gram,499.0,5.6,0.0,104.7,0.0,$3.49,
,,,"Garlic, Minced",2,Teaspoon,Teaspoon,8.4,0.0,1.8,0.4,0.0,$0.14,
,,,"Ginger, Fresh",1,Teaspoon,Teaspoon,1.6,0.0,0.4,0.0,0.0,$0.02,
,,,"Wonton Wrapper, Nasoya Foods",25,Whole,Whole,500.0,1.6,96.9,18.8,3.1,$0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Mushroom-Stuffed Chicken Breast,,2,Whole,,1064.8,54.5,12.2,117.2,20.0,$6.80,https://www.copymethat.com/r/wiQzWEWg4/mushroom-stuffed-chicken-breast/
,,,"Chicken, Breasts, Raw, Fat Removed",14,Ounce (wt),Gram,436.6,4.9,0.0,91.6,0.0,$3.06,
,,,"Spice, Salt",0.75,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Spice, Pepper",0.25,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.03,
,,,Butter,2,Tablespoon,Milliliter,201.1,23.7,0.0,0.0,0.0,$0.18,
,,,"Mushroom, Raw, Weight",7,Ounce (wt),Gram,45.4,0.6,6.5,6.2,0.0,$2.18,
,,,"Garlic, Clove",2,Whole,Whole,9.0,0.0,2.0,0.4,0.0,$0.20,
,,,"Spice, Thyme",0.5,Teaspoon,Teaspoon,0.4,0.0,0.1,0.0,0.0,$0.06,
,,,"Spinach, chopped, raw",2,Cup,Milliliter,13.2,0.0,1.9,1.9,1.3,$0.68,
,,,"Cheese, Mozzarella (22.5% M.F.)",3,Ounce (wt),Gram,239.8,11.6,1.7,17.0,18.7,$0.14,
,,,"Oils, Olive",1,Tablespoon,Milliliter,119.3,13.8,0.0,0.0,0.0,$0.28,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Vietnamese Pork Cops (Sous Vide),,4,Whole,,1916.2,113.6,71.5,169.8,0.0,$2.57,https://www.copymethat.com/r/mtAMJPZDW/vietnamese-pork-chops-sous-vide/
,,,"Pork, Bone-In, Center Cut Chops",2,Pound,Ounce (wt),1280.0,72.0,0.0,168.0,0.0,$0.00,
,,,"Spice, Salt",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Spice, Pepper",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.01,
,,,"Spice, Garlic Powder",0.125,Teaspoon,Teaspoon,4.0,0.0,0.9,0.2,0.0,$0.01,
,,,"Oils, Olive",3,Tablespoon,Milliliter,357.8,41.4,0.0,0.0,0.0,$0.83,
,,,"Sauce, soy",0.25,Cup,Milliliter,27.6,0.0,3.9,0.0,0.0,$0.47,
,,,Brown sugar,0.25,Cup,Milliliter,212.9,0.0,59.1,0.0,0.0,$0.15,
,,,Fish Sauce,1,Tablespoon,Tablespoon,6.3,0.0,0.7,0.9,0.0,$0.27,
,,,"Ginger, Fresh",2,Teaspoon,Teaspoon,3.2,0.0,0.8,0.0,0.0,$0.04,
,,,Red Pepper Flakes,0.5,Teaspoon,Teaspoon,2.9,0.2,0.5,0.1,0.0,$0.02,
,,,Cilantro,2,Tablespoon,Cup,0.4,0.0,0.0,0.0,0.0,$0.01,
,,,"Lime, Juiced",1,Whole,Whole,7.6,0.0,2.5,0.1,0.0,$0.60,
,,,"Garlic, Minced",2,Teaspoon,Teaspoon,8.4,0.0,1.8,0.4,0.0,$0.14,
,,,Corn Starch,0.5,Teaspoon,Cup,5.1,0.0,1.2,0.0,0.0,$0.01,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Sous Vide Beef Wellington,,6,Whole,,2360.6,127.4,95.4,193.5,3.7,$0.58,https://www.copymethat.com/r/xKtWvjO03/sous-vide-beef-wellington/
,,,"Beef, Tenderloin, steak, lean + fat, broiled",1,Pound,Gram,1028.1,42.3,0.0,145.1,0.0,$0.00,
,,,"Spice, Salt",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,"Spice, Pepper",0.125,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.01,
,,,"Mustard, Dijon, French's",2,Tablespoon,Teaspoon,30.0,0.0,0.0,0.0,0.0,$0.06,
,,,"Puff Pastry, Sheet, Pepperidge Farm",1,Whole,Whole,900.0,60.0,78.0,12.0,0.0,$0.00,
,,,"Mushroom, Crimini, Weight",8,Ounce (wt),Gram,50.4,1.3,7.6,7.6,2.5,$0.00,
,,,Shallot,0.25,Cup,Tablespoon,28.0,0.0,6.8,1.2,1.2,$0.12,
,,,"Garlic, Clove",3,Whole,Whole,13.5,0.0,3.0,0.6,0.0,$0.30,
,,,Butter,1,Tablespoon,Milliliter,100.6,11.8,0.0,0.0,0.0,$0.09,
,,,"Prosciutto Di Parma, Boar's Head, Slices",6,Whole,Whole,210.0,12.0,0.0,27.0,0.0,$0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Dinner,,Stuffed Chicken Breast with Mushroom and Ham,,4,Whole,,2083.2,89.7,17.0,219.6,90.6,$7.58,https://www.copymethat.com/r/TBbqLflpE/stuffed-chicken-breast-with-mushroom-and/
,,,"Chicken, Breasts, Raw, Fat Removed",1,Pound,Gram,499.0,5.6,0.0,104.7,0.0,$3.49,
,,,"Mushroom, Raw, Weight",7,Ounce (wt),Gram,45.4,0.6,6.5,6.2,0.0,$2.18,
,,,Butter,2,Tablespoon,Milliliter,201.1,23.7,0.0,0.0,0.0,$0.18,
,,,"Deli meat, ham, extra lean (5% fat)",4,Whole,2 slices,124.0,4.0,2.0,20.0,0.0,$0.00,
,,,"Spice, Oregano",1,Teaspoon,Teaspoon,2.7,0.0,0.7,0.1,0.0,$0.36,
,,,"Cheese, Parmesan, grated",8,Tablespoon,Milliliter,212.9,8.7,0.0,15.8,15.8,$0.71,
,,,"Cheese, Mozzarella (22.5% M.F.)",12,Ounce (wt),Gram,959.3,46.3,6.8,68.0,74.8,$0.54,
,,,"Chicken broth, Condensed, prepared with water",1,Cup,Milliliter,38.8,0.9,0.9,4.7,0.0,$0.11,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Lunch,,Italian Twisted Fried Chicken Burger,,4,Whole,,3307.2,124.7,372.4,166.5,18.4,$12.25,https://www.copymethat.com/r/1eYLSqwLd/italian-twisted-fried-chicken-burger/
,,,"Chicken, Breasts, Raw, Fat Removed",1,Pound,Gram,499.0,5.6,0.0,104.7,0.0,$3.49,
,,,"Spice, Onion Powder",2,Teaspoon,Teaspoon,16.4,0.0,3.8,0.6,0.0,$0.30,
,,,"Spice, Garlic Powder",1,Teaspoon,Teaspoon,32.0,0.1,7.0,1.6,0.0,$0.10,
,,,"Spice, Smoked Paprika",1,Tablespoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$1.29,
,,,"Spice, White Pepper",0.25,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.06,
,,,Baking Powder,1,Teaspoon,Teaspoon,2.0,0.0,1.3,0.0,0.0,$0.03,
,,,"Spice, Salt",1,Teaspoon,Teaspoon,0.0,0.0,0.0,0.0,0.0,$0.00,
,,,Brown sugar,1,Teaspoon,Milliliter,17.7,0.0,4.9,0.0,0.0,$0.01,
,,,"Spice, Oregano",1,Tablespoon,Teaspoon,8.1,0.0,2.1,0.3,0.0,$1.08,
,,,Buttermilk,1,Cup,Milliliter,98.4,1.3,11.4,8.5,1.9,$0.44,
,,,"Egg White, Uncooked, Volume",2,Tablespoon,Tablespoon,16.7,0.0,0.0,3.3,0.0,$0.13,
,,,Bay Leaf,1,Whole,Whole,0.0,0.0,0.0,0.0,0.0,$0.10,
,,,"Wheat flour, all purpose",1,Cup,Milliliter,454.2,1.9,94.6,13.2,3.8,$0.13,
